Name,Dex Number,Gen,Type 1,Type 2,Classification,Height (meters),Weight (kg),BST,HP,Attack,Defense,Special Atk.,Special Def.,Speed,Ability 1,Ability 2,Ability 3,Ability Hidden,Psuedo-legendary,Legendary,Mythical,Base Evolution,Stage 1 Evolution,Stage 2 Evolution,Flavor text
Cosmoem,790,VII,psychic,,Protostar Pokémon,0.1,999.9,400,43,29,131,29,131,37,Sturdy,,,,0,1,0,Cosmog,Cosmoem,,The king who ruled Alola in times of antiquity called it the “cocoon of the stars” and built an altar to worship it.
Solgaleo,791,VII,psychic,steel,Sunne Pokémon,3.4,230,680,137,137,107,113,89,97,Full Metal Body,,,,0,1,0,Cosmog,Cosmoem,Solgaleo,Sometimes the result of its opening an Ultra Wormhole is that energy and life-forms from other worlds are called here to this world.
Lunala,792,VII,psychic,ghost,Moone Pokémon,4,120,680,137,113,89,137,107,97,Shadow Shield,,,,0,1,0,Cosmog,Cosmoem,Lunala,"Records of it exist in writings from long, long ago, where it was known by the name “the beast that calls the moon.”"
Nihilego,793,VII,rock,poison,Parasite Pokémon,1.2,55.5,570,109,53,47,127,131,103,Beast Boost,,,,1,0,0,Nihilego,,,"A life-form from another world, it was dubbed a UB and is thought to produce a strong neurotoxin."
Buzzwole,794,VII,bug,fighting,Swollen Pokémon,2.4,333.6,570,107,139,139,53,53,79,Beast Boost,,,,1,0,0,Buzzwole,,,"Although it’s alien to this world and a danger here, it’s apparently a common organism in the world where it normally lives."
Pheromosa,795,VII,bug,fighting,Lissome Pokémon,1.8,25,570,71,137,37,137,37,151,Beast Boost,,,,1,0,0,Pheromosa,,,"A life-form that lives in another world, its body is thin and supple, but it also possesses great power."
Xurkitree,796,VII,electric,,Glowing Pokémon,3.8,100,570,83,89,71,173,71,83,Beast Boost,,,,1,0,0,Xurkitree,,,"Although it’s alien to this world and a danger here, it’s apparently a common organism in the world where it normally lives."
Celesteela,797,VII,steel,flying,Launch Pokémon,9.2,999.9,570,97,101,103,107,101,61,Beast Boost,,,,1,0,0,Celesteela,,,"One of the dangerous UBs, high energy readings can be detected coming from both of its huge arms."
Kartana,798,VII,grass,steel,Drawn Sword Pokémon,0.3,0.1,570,59,181,131,59,31,109,Beast Boost,,,,1,0,0,Kartana,,,"This Ultra Beast’s body, which is as thin as paper, is like a sharpened sword."
Guzzlord,799,VII,dark,dragon,Junkivore Pokémon,5.5,888,570,223,101,53,97,53,43,Beast Boost,,,,1,0,0,Guzzlord,,,"Although it’s alien to this world and a danger here, it’s apparently a common organism in the world where it normally lives."
Necrozma,800,VII,psychic,psychic,Prism Pokémon,2.4,230,600,97,107,101,127,89,79,Prism Armor,,,,0,1,0,Necrozma,,,"It looks somehow pained as it rages around in search of light, which serves as its energy. It’s apparently from another world."
Magearna,801,VII,steel,fairy,Artificial Pokémon,1,80.5,600,80,95,115,130,115,65,Soul-Heart,,,,0,0,1,Magearna,,,It synchronizes its consciousness with others to understand their feelings. This faculty makes it useful for taking care of people.
Marshadow,802,VII,fighting,ghost,Gloomdweller Pokémon,0.7,22.2,600,90,125,80,90,90,125,Technician,,,,0,0,1,Marshadow,,,"It slips into the shadows of others and mimics their powers and movements. As it improves, it becomes stronger than those it’s imitating."
Poipole,803,VII,poison,,Poison Pin Pokémon,0.6,1.8,420,67,73,67,73,67,73,Beast Boost,,,,1,0,0,Poipole,Naganadel,,This Ultra Beast is well enough liked to be chosen as a first partner in its own world.
Naganadel,804,VII,poison,dragon,Poison Pin Pokémon,3.6,150,540,73,73,73,127,73,121,Beast Boost,,,,1,0,0,Poipole,Naganadel,,It stores hundreds of liters of poisonous liquid inside its body. It is one of the organisms known as UBs.
Stakataka,805,VII,rock,steel,Rampart Pokémon,5.5,820,570,61,131,211,53,101,13,Beast Boost,,,,1,0,0,Stakataka,,,It appeared from an Ultra Wormhole. Each one appears to be made up of many life-forms stacked one on top of each other.
Blacephalon,806,VII,fire,ghost,Fireworks Pokémon,1.8,13,570,53,127,53,151,79,107,Beast Boost,,,,1,0,0,Blacephalon,,,"It slithers toward people. Then, without warning, it triggers the explosion of its own head. It’s apparently one kind of Ultra Beast."
Zeraora,807,VII,electric,,Thunderclap Pokémon,1.5,44.5,600,88,112,75,102,80,143,Volt Absorb,,,,0,0,1,Zeraora,,,"It electrifies its claws and tears its opponents apart with them. Even if they dodge its attack, they’ll be electrocuted by the flying sparks."
Meltan,808,VII,steel,,Hex Nut Pokémon,0.2,8,300,46,65,65,55,35,34,Magnet Pull,,,,0,0,1,Meltan,Melmetal,,"It melts particles of iron and other metals found in the subsoil, so it can absorb them into its body of molten steel."
Melmetal,809,VII,steel,,Hex Nut Pokémon,2.5,800,600,135,143,143,80,65,34,Iron Fist,,,,0,0,0,Meltan,Melmetal,,"At the end of its life-span, Melmetal will rust and fall apart. The small shards left behind will eventually be reborn as Meltan."
Grookey,810,VIII,grass,,Chimp Pokémon,0.3,5,310,50,65,50,40,40,65,Overgrow,,,Grassy Surge,0,0,0,Grookey,Thwackey,Rillaboom,"When it uses its special stick to strike up a beat, the sound waves produced carry revitalizing energy to the plants and flowers in the area."
Thwackey,811,VIII,grass,,Beat Pokémon,0.7,14,420,70,85,70,55,60,80,Overgrow,,,Grassy Surge,0,0,0,Grookey,Thwackey,Rillaboom,"The faster a Thwackey can beat out a rhythm with its two sticks, the more respect it wins from its peers."
Rillaboom,812,VIII,grass,,Drummer Pokémon,2.1,90,530,100,125,90,60,70,85,Overgrow,,,Grassy Surge,0,0,0,Grookey,Thwackey,Rillaboom,"By drumming, it taps into the power of its special tree stump. The roots of the stump follow its direction in battle."
Scorbunny,813,VIII,fire,,Rabbit Pokémon,0.3,4.5,310,50,71,40,40,40,69,Blaze,,,Libero,0,0,0,Scorbunny,Raboot,Cinderace,"A warm-up of running around gets fire energy coursing through this Pokémon’s body. Once that happens, it’s ready to fight at full power."
Raboot,814,VIII,fire,,Rabbit Pokémon,0.6,9,420,65,86,60,55,60,94,Blaze,,,Libero,0,0,0,Scorbunny,Raboot,Cinderace,Its thick and fluffy fur protects it from the cold and enables it to use hotter fire moves.
Cinderace,815,VIII,fire,,Striker Pokémon,1.4,33,530,80,116,75,65,75,119,Blaze,,,Libero,0,0,0,Scorbunny,Raboot,Cinderace,"It juggles a pebble with its feet, turning it into a burning soccer ball. Its shots strike opponents hard and leave them scorched."
Sobble,816,VIII,water,,Water Lizard Pokémon,0.3,4,310,50,40,40,70,40,70,Torrent,,,Sniper,0,0,0,Sobble,Drizzile,Inteleon,"When scared, this Pokémon cries. Its tears pack the chemical punch of 100 onions, and attackers won’t be able to resist weeping."
Drizzile,817,VIII,water,,Water Lizard Pokémon,0.7,11.5,420,65,60,55,95,55,90,Torrent,,,Sniper,0,0,0,Sobble,Drizzile,Inteleon,"A clever combatant, this Pokémon battles using water balloons created with moisture secreted from its palms."
Inteleon,818,VIII,water,,Secret Agent Pokémon,1.9,45.2,530,70,85,65,125,65,120,Torrent,,,Sniper,0,0,0,Sobble,Drizzile,Inteleon,"It has many hidden capabilities, such as fingertips that can shoot water and a membrane on its back that it can use to glide through the air."
Skwovet,819,VIII,normal,,Cheeky Pokémon,0.3,2.5,275,70,55,55,35,35,25,Cheek Pouch,,,Gluttony,0,0,0,Skwovet,Greedent,,"Found throughout the Galar region, this Pokémon becomes uneasy if its cheeks are ever completely empty of berries."
Greedent,820,VIII,normal,,Greedy Pokémon,0.6,6,460,120,95,95,55,75,20,Cheek Pouch,,,Gluttony,0,0,0,Skwovet,Greedent,,"It stashes berries in its tail—so many berries that they fall out constantly. But this Pokémon is a bit slow-witted, so it doesn’t notice the loss."
Rookidee,821,VIII,flying,,Tiny Bird Pokémon,0.2,1.8,245,38,47,35,33,35,57,Keen Eye,Unnerve,,Big Pecks,0,0,0,Rookidee,Corvisquire,Corviknight,"It will bravely challenge any opponent, no matter how powerful. This Pokémon benefits from every battle—even a defeat increases its strength a bit."
Corvisquire,822,VIII,flying,,Raven Pokémon,0.8,16,365,68,67,55,43,55,77,Keen Eye,Unnerve,,Big Pecks,0,0,0,Rookidee,Corvisquire,Corviknight,"Smart enough to use tools in battle, these Pokémon have been seen picking up rocks and flinging them or using ropes to wrap up enemies."
Corviknight,823,VIII,flying,steel,Raven Pokémon,2.2,75,495,98,87,105,53,85,67,Pressure,Unnerve,,Mirror Armor,0,0,0,Rookidee,Corvisquire,Corviknight,This Pokémon reigns supreme in the skies of the Galar region. The black luster of its steel body could drive terror into the heart of any foe.
Blipbug,824,VIII,bug,,Larva Pokémon,0.4,8,180,25,20,20,25,45,45,Swarm,Compoundeyes,,Telepathy,0,0,0,Blipbug,Dottler,Orbeetle,"A constant collector of information, this Pokémon is very smart. Very strong is what it isn’t."
Dottler,825,VIII,bug,psychic,Radome Pokémon,0.4,19.5,335,50,35,80,50,90,30,Swarm,Compoundeyes,,Telepathy,0,0,0,Blipbug,Dottler,Orbeetle,"It barely moves, but it’s still alive. Hiding in its shell without food or water seems to have awakened its psychic powers."
Orbeetle,826,VIII,bug,psychic,Seven Spot Pokémon,0.4,40.8,505,60,45,110,80,120,90,Swarm,Frisk,,Telepathy,0,0,0,Blipbug,Dottler,Orbeetle,"It’s famous for its high level of intelligence, and the large size of its brain is proof that it also possesses immense psychic power."
Nickit,827,VIII,dark,,Fox Pokémon,0.6,8.9,245,40,28,28,47,52,50,Run Away,Unburden,,Stakeout,0,0,0,Nickit,Thievul,,"Aided by the soft pads on its feet, it silently raids the food stores of other Pokémon. It survives off its ill-gotten gains."
Thievul,828,VIII,dark,,Fox Pokémon,1.2,19.9,455,70,58,58,87,92,90,Run Away,Unburden,,Stakeout,0,0,0,Nickit,Thievul,,"It secretly marks potential targets with a scent. By following the scent, it stalks its targets and steals from them when they least expect it."
Gossifleur,829,VIII,grass,,Flowering Pokémon,0.4,2.2,250,40,40,60,40,60,10,Cotton Down,Regenerator,,Effect Spore,0,0,0,Gossifleur,Eldegoss,,"It anchors itself in the ground with its single leg, then basks in the sun. After absorbing enough sunlight, its petals spread as it blooms brilliantly."
Eldegoss,830,VIII,grass,,Cotton Bloom Pokémon,0.5,2.5,460,60,50,90,80,120,60,Cotton Down,Regenerator,,Effect Spore,0,0,0,Gossifleur,Eldegoss,,The seeds attached to its cotton fluff are full of nutrients. It spreads them on the wind so that plants and other Pokémon can benefit from them.
Wooloo,831,VIII,normal,,Sheep Pokémon,0.6,6,270,42,40,55,40,45,48,Fluffy,Run Away,,Bulletproof,0,0,0,Wooloo,Dubwool,,"Its curly fleece is such an effective cushion that this Pokémon could fall off a cliff and stand right back up at the bottom, unharmed."
Dubwool,832,VIII,normal,,Sheep Pokémon,1.3,43,490,72,80,100,60,90,88,Fluffy,Steadfast,,Bulletproof,0,0,0,Wooloo,Dubwool,,"Weave a carpet from its springy wool, and you end up with something closer to a trampoline. You’ll start to bounce the moment you set foot on it."
Chewtle,833,VIII,water,,Snapping Pokémon,0.3,8.5,284,50,64,50,38,38,44,Strong Jaw,Shell Armor,,Swift Swim,0,0,0,Chewtle,Drednaw,,Apparently the itch of its teething impels it to snap its jaws at anything in front of it.
Drednaw,834,VIII,water,rock,Bite Pokémon,1,115.5,485,90,115,90,48,68,74,Strong Jaw,Shell Armor,,Swift Swim,0,0,0,Chewtle,Drednaw,,"With jaws that can shear through steel rods, this highly aggressive Pokémon chomps down on its unfortunate prey."
Yamper,835,VIII,electric,,Puppy Pokémon,0.3,13.5,270,59,45,50,40,50,26,Ball Fetch,,,Rattled,0,0,0,Yamper,Boltund,,"This Pokémon is very popular as a herding dog in the Galar region. As it runs, it generates electricity from the base of its tail."
Boltund,836,VIII,electric,,Dog Pokémon,1,34,490,69,90,60,90,60,121,Strong Jaw,,,Competitive,0,0,0,Yamper,Boltund,,This Pokémon generates electricity and channels it into its legs to keep them going strong. Boltund can run nonstop for three full days.
Rolycoly,837,VIII,rock,,Coal Pokémon,0.3,12,240,30,40,50,40,50,30,Steam Engine,Heatproof,,Flash Fire,0,0,0,Rolycoly,Carkol,Coalossal,"Most of its body has the same composition as coal. Fittingly, this Pokémon was first discovered in coal mines about 400 years ago."
Carkol,838,VIII,rock,fire,Coal Pokémon,1.1,78,410,80,60,90,60,70,50,Steam Engine,Flame Body,,Flash Fire,0,0,0,Rolycoly,Carkol,Coalossal,It forms coal inside its body. Coal dropped by this Pokémon once helped fuel the lives of people in the Galar region.
Coalossal,839,VIII,rock,fire,Coal Pokémon,2.8,310.5,510,110,80,120,80,90,30,Steam Engine,Flame Body,,Flash Fire,0,0,0,Rolycoly,Carkol,Coalossal,"It’s usually peaceful, but the vandalism of mines enrages it. Offenders will be incinerated with flames that reach 2,700 degrees Fahrenheit."
Applin,840,VIII,grass,dragon,Apple Core Pokémon,0.2,0.5,260,40,40,80,40,40,20,Ripen,Gluttony,,Bulletproof,0,0,0,Applin,,,"It spends its entire life inside an apple. It hides from its natural enemies, bird Pokémon, by pretending it’s just an apple and nothing more."
Flapple,841,VIII,grass,dragon,Apple Wing Pokémon,0.3,1,485,70,110,80,95,60,70,Ripen,Gluttony,,Hustle,0,0,0,Applin,Flapple,,"It ate a sour apple, and that induced its evolution. In its cheeks, it stores an acid capable of causing chemical burns."
Appletun,842,VIII,grass,dragon,Apple Nectar Pokémon,0.4,13,485,110,85,80,100,80,30,Ripen,Gluttony,,Thick Fat,0,0,0,Applin,Appletun,,"Eating a sweet apple caused its evolution. A nectarous scent wafts from its body, luring in the bug Pokémon it preys on."
Silicobra,843,VIII,ground,,Sand Snake Pokémon,2.2,7.6,315,52,57,75,35,50,46,Sand Spit,Shed Skin,,Sand Veil,0,0,0,Silicobra,Sandaconda,,"As it digs, it swallows sand and stores it in its neck pouch. The pouch can hold more than 17 pounds of sand."
Sandaconda,844,VIII,ground,,Sand Snake Pokémon,3.8,65.5,510,72,107,125,65,70,71,Sand Spit,Shed Skin,,Sand Veil,0,0,0,Silicobra,Sandaconda,,"When it contracts its body, over 220 pounds of sand sprays from its nose. If it ever runs out of sand, it becomes disheartened."
Cramorant,845,VIII,flying,water,Gulp Pokémon,0.8,18,475,70,85,55,85,95,85,Gulp Missile,,,,0,0,0,Cramorant,,,"It’s so strong that it can knock out some opponents in a single hit, but it also may forget what it’s battling midfight."
Arrokuda,846,VIII,water,,Rush Pokémon,0.5,1,280,41,63,40,40,30,66,Swift Swim,,,Propeller Tail,0,0,0,Arrokuda,Barraskewda,,"If it sees any movement around it, this Pokémon charges for it straightaway, leading with its sharply pointed jaw. It’s very proud of that jaw."
Barraskewda,847,VIII,water,,Skewer Pokémon,1.3,30,490,61,123,60,60,50,136,Swift Swim,,,Propeller Tail,0,0,0,Arrokuda,Barraskewda,,"This Pokémon has a jaw that’s as sharp as a spear and as strong as steel. Apparently Barraskewda’s flesh is surprisingly tasty, too."
Toxel,848,VIII,electric,poison,Baby Pokémon,0.4,11,242,40,38,35,54,35,40,Rattled,Static,,Klutz,0,0,0,Toxel,Toxtricity,,"It stores poison in an internal poison sac and secretes that poison through its skin. If you touch this Pokémon, a tingling sensation follows."
Toxtricity,849,VIII,electric,poison,Punk Pokémon,1.6,40,502,75,98,70,114,70,75,Punk Rock,Plus,,Technician,0,0,0,Toxel,Toxtricity,,"Capable of generating 15,000 volts of electricity, this Pokémon looks down on all that would challenge it."
Sizzlipede,850,VIII,fire,bug,Radiator Pokémon,0.7,1,305,50,65,45,50,50,45,Flash Fire,White Smoke,,Flame Body,0,0,0,Sizzlipede,Centiskorch,,It stores flammable gas in its body and uses it to generate heat. The yellow sections on its belly get particularly hot.
Centiskorch,851,VIII,fire,bug,Radiator Pokémon,3,120,525,100,115,65,90,90,65,Flash Fire,White Smoke,,Flame Body,0,0,0,Sizzlipede,Centiskorch,,"When it heats up, its body temperature reaches about 1,500 degrees Fahrenheit. It lashes its body like a whip and launches itself at enemies."
Clobbopus,852,VIII,fighting,,Tantrum Pokémon,0.6,4,310,50,68,60,50,50,32,Limber,,,Technician,0,0,0,Clobbopus,Grapploct,,"It’s very curious, but its means of investigating things is to try to punch them with its tentacles. The search for food is what brings it onto land."
Grapploct,853,VIII,fighting,,Jujitsu Pokémon,1.6,39,480,80,118,90,70,80,42,Limber,,,Technician,0,0,0,Clobbopus,Grapploct,,A body made up of nothing but muscle makes the grappling moves this Pokémon performs with its tentacles tremendously powerful.
Sinistea,854,VIII,ghost,,Black Tea Pokémon,0.1,0.2,308,40,45,45,74,54,50,Weak Armor,,,Cursed Body,0,0,0,Sinistea,Polteageist,,"This Pokémon is said to have been born when a lonely spirit possessed a cold, leftover cup of tea."
Polteageist,855,VIII,ghost,,Black Tea Pokémon,0.2,0.4,508,60,65,65,134,114,70,Weak Armor,,,Cursed Body,0,0,0,Sinistea,Polteageist,,"This species lives in antique teapots. Most pots are forgeries, but on rare occasions, an authentic work is found."
Hatenna,856,VIII,psychic,,Calm Pokémon,0.4,3.4,265,42,30,45,56,53,39,Healer,Anticipation,,Magic Bounce,0,0,0,Hatenna,Hattrem,Hatterene,"Via the protrusion on its head, it senses other creatures’ emotions. If you don’t have a calm disposition, it will never warm up to you."
Hattrem,857,VIII,psychic,,Serene Pokémon,0.6,4.8,370,57,40,65,86,73,49,Healer,Anticipation,,Magic Bounce,0,0,0,Hatenna,Hattrem,Hatterene,"No matter who you are, if you bring strong emotions near this Pokémon, it will silence you violently."
Hatterene,858,VIII,psychic,fairy,Silent Pokémon,2.1,5.1,510,57,90,95,136,103,29,Healer,Anticipation,,Magic Bounce,0,0,0,Hatenna,Hattrem,Hatterene,It emits psychic power strong enough to cause headaches as a deterrent to the approach of others.
Impidimp,859,VIII,dark,fairy,Wily Pokémon,0.4,5.5,265,45,45,30,55,40,50,Prankster,Frisk,,Pickpocket,0,0,0,Impidimp,Morgrem,Grimmsnarl,"Through its nose, it sucks in the emanations produced by people and Pokémon when they feel annoyed. It thrives off this negative energy."
